"","Id","Day","Month","Year","Date","Rented.Bike.Count","Hour","Temperature","Humidity","Wind.Speed","Visibility","Dew.Point.Temperature","Solar.Radiation","Rainfall","Snowfall","Season","Holiday","Functioning.Day","mout","res.km.cluster"
"194",194,"9","12","2017","09/12/2017",296,"1",-4.1,49,0.6,2000,-13.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"195",195,"9","12","2017","09/12/2017",237,"2",-4.7,50,0.7,1983,-13.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"196",196,"9","12","2017","09/12/2017",169,"3",-4.3,47,0.6,1992,-13.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"197",197,"9","12","2017","09/12/2017",96,"4",-4.3,49,0.7,2000,-13.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"198",198,"9","12","2017","09/12/2017",56,"5",-4.7,49,0.8,1999,-13.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"199",199,"9","12","2017","09/12/2017",76,"6",-5.1,53,0.9,1975,-13.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"200",200,"9","12","2017","09/12/2017",127,"7",-5.5,56,0.8,1950,-12.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"201",201,"9","12","2017","09/12/2017",222,"8",-5.4,56,0.7,1940,-12.8,0.01,0,0,"Winter","No Holiday","Yes","NoMOut",1
"202",202,"9","12","2017","09/12/2017",291,"9",-4.7,48,1,1784,-14,0.23,0,0,"Winter","No Holiday","Yes","NoMOut",1
"203",203,"9","12","2017","09/12/2017",273,"10",-2.2,42,1.3,1646,-13.4,0.61,0,0,"Winter","No Holiday","Yes","NoMOut",1
"204",204,"9","12","2017","09/12/2017",351,"11",0,45,1.1,1500,-10.5,0.89,0,0,"Winter","No Holiday","Yes","NoMOut",1
"205",205,"9","12","2017","09/12/2017",427,"12",2.4,40,0.8,1809,-9.8,1.05,0,0,"Winter","No Holiday","Yes","NoMOut",1
"206",206,"9","12","2017","09/12/2017",431,"13",3.9,36,2,1702,-9.8,1.13,0,0,"Winter","No Holiday","Yes","NoMOut",1
"207",207,"9","12","2017","09/12/2017",486,"14",4.7,32,2.2,1948,-10.6,1.06,0,0,"Winter","No Holiday","Yes","NoMOut",1
"208",208,"9","12","2017","09/12/2017",569,"15",5.2,30,2,1963,-11,0.84,0,0,"Winter","No Holiday","Yes","NoMOut",1
"209",209,"9","12","2017","09/12/2017",546,"16",4.4,33,1.6,1963,-10.5,0.4,0,0,"Winter","No Holiday","Yes","NoMOut",1
"210",210,"9","12","2017","09/12/2017",481,"17",3.5,37,1.8,1963,-9.8,0.1,0,0,"Winter","No Holiday","Yes","NoMOut",1
"211",211,"9","12","2017","09/12/2017",384,"18",2.5,41,1,1974,-9.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"212",212,"9","12","2017","09/12/2017",275,"19",1.5,48,0.4,1878,-8.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"213",213,"9","12","2017","09/12/2017",298,"20",0.8,51,1.4,1848,-8.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"214",214,"9","12","2017","09/12/2017",321,"21",-0.1,55,0.7,1654,-8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"215",215,"9","12","2017","09/12/2017",289,"22",-0.5,55,0.6,1655,-8.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"216",216,"9","12","2017","09/12/2017",265,"23",-0.1,54,1.3,1570,-8.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"217",217,"10","12","2017","10/12/2017",326,"0",-0.2,55,1,1629,-8.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"218",218,"10","12","2017","10/12/2017",280,"1",-0.2,54,0.5,1747,-8.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"219",219,"10","12","2017","10/12/2017",0,"2",0.2,52,0.7,1726,-8.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"220",220,"10","12","2017","10/12/2017",169,"3",0.3,53,0.5,1748,-8.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"221",221,"10","12","2017","10/12/2017",71,"4",0.4,52,1.6,1816,-8.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"222",222,"10","12","2017","10/12/2017",13,"5",0.3,74,1,178,-3.7,0,0,0.7,"Winter","No Holiday","Yes","NoMOut",2
"223",223,"10","12","2017","10/12/2017",9,"6",-0.5,90,0.9,91,-1.9,0,0,2.7,"Winter","No Holiday","Yes","NoMOut",2
"224",224,"10","12","2017","10/12/2017",20,"7",-0.4,92,1.1,121,-1.5,0,0,4,"Winter","No Holiday","Yes","NoMOut",2
"225",225,"10","12","2017","10/12/2017",35,"8",-0.2,90,1.2,378,-1.6,0,0,4.1,"Winter","No Holiday","Yes","NoMOut",2
"226",226,"10","12","2017","10/12/2017",31,"9",0.2,90,1,305,-1.2,0,0,4.3,"Winter","No Holiday","Yes","NoMOut",2
"227",227,"10","12","2017","10/12/2017",665,"10",0.5,91,0.4,143,-0.8,0,0,4.3,"Winter","No Holiday","Yes","NoMOut",2
"228",228,"10","12","2017","10/12/2017",58,"11",0.9,97,0.9,137,-0.2,0.03,0,3.9,"Winter","No Holiday","Yes","NoMOut",2
"229",229,"10","12","2017","10/12/2017",119,"12",2.3,88,0.3,245,0.5,0.28,0,3.1,"Winter","No Holiday","Yes","NoMOut",2
"230",230,"10","12","2017","10/12/2017",182,"13",3.3,91,1.1,230,1.3,0.54,0,2.1,"Winter","No Holiday","Yes","NoMOut",2
"231",231,"10","12","2017","10/12/2017",235,"14",4.2,87,0.7,325,1.8,0.65,0,1.4,"Winter","No Holiday","Yes","NoMOut",2
"232",232,"10","12","2017","10/12/2017",180,"15",6.7,63,4.5,715,0.1,0.35,0,1,"Winter","No Holiday","Yes","NoMOut",1
"233",233,"10","12","2017","10/12/2017",214,"16",5.4,71,3.5,622,0.5,0.2,0,0.5,"Winter","No Holiday","Yes","NoMOut",2
"234",234,"10","12","2017","10/12/2017",226,"17",3.6,65,4.3,1061,-2.3,0.03,0,0.4,"Winter","No Holiday","Yes","NoMOut",1
"235",235,"10","12","2017","10/12/2017",210,"18",2,61,3,2000,-4.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"236",236,"10","12","2017","10/12/2017",181,"19",1.6,53,4,2000,-6.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"237",237,"10","12","2017","10/12/2017",165,"20",0.6,57,3.9,1954,-6.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"238",238,"10","12","2017","10/12/2017",167,"21",0,59,3,1862,-7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"239",239,"10","12","2017","10/12/2017",152,"22",-1,56,3.3,2000,-8.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"240",240,"10","12","2017","10/12/2017",148,"23",-1.4,43,4.3,2000,-12.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"241",241,"11","12","2017","11/12/2017",125,"0",-2.5,39,3.4,2000,-14.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"242",242,"11","12","2017","11/12/2017",111,"1",-3.4,36,3.8,2000,-16.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"243",243,"11","12","2017","11/12/2017",67,"2",-4.2,35,0.8,2000,-17.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"244",244,"11","12","2017","11/12/2017",45,"3",-4.7,38,2.4,2000,-16.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"245",245,"11","12","2017","11/12/2017",44,"4",-5.2,35,3.2,2000,-18.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"246",246,"11","12","2017","11/12/2017",86,"5",-5.6,38,3.2,1974,-17.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"247",247,"11","12","2017","11/12/2017",136,"6",-5.9,39,2.9,1979,-17.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"248",248,"11","12","2017","11/12/2017",325,"7",-6,39,3.1,1996,-17.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"249",249,"11","12","2017","11/12/2017",653,"8",-6,38,3.5,1994,-18,0.01,0,0,"Winter","No Holiday","Yes","NoMOut",1
"250",250,"11","12","2017","11/12/2017",326,"9",-5.9,36,1.2,1941,-18.6,0.1,0,0,"Winter","No Holiday","Yes","NoMOut",1
"251",251,"11","12","2017","11/12/2017",212,"10",-5.3,32,4.5,2000,-19.4,0.62,0,0,"Winter","No Holiday","Yes","NoMOut",1
"252",252,"11","12","2017","11/12/2017",226,"11",-4.7,36,3.8,2000,-17.5,1,0,0,"Winter","No Holiday","Yes","NoMOut",1
"253",253,"11","12","2017","11/12/2017",247,"12",-5.2,33,4.6,1973,-19,1.26,0,0,"Winter","No Holiday","Yes","NoMOut",1
"254",254,"11","12","2017","11/12/2017",241,"13",-5.4,32,5.1,1986,-19.5,1.24,0,0,"Winter","No Holiday","Yes","NoMOut",1
"255",255,"11","12","2017","11/12/2017",253,"14",-5.4,31,4.1,1945,-19.9,1.13,0,0,"Winter","No Holiday","Yes","NoMOut",1
"256",256,"11","12","2017","11/12/2017",269,"15",-5.5,33,4.5,2000,-19.2,0.92,0,0,"Winter","No Holiday","Yes","NoMOut",1
"257",257,"11","12","2017","11/12/2017",277,"16",-6,40,4,2000,-17.4,0.55,0,0,"Winter","No Holiday","Yes","NoMOut",1
"258",258,"11","12","2017","11/12/2017",361,"17",-7.1,44,4.2,2000,-17.3,0.18,0,0,"Winter","No Holiday","Yes","NoMOut",1
"259",259,"11","12","2017","11/12/2017",557,"18",-7.9,43,3.3,2000,-18.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"260",260,"11","12","2017","11/12/2017",371,"19",-8.6,45,3.9,2000,-18.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"261",261,"11","12","2017","11/12/2017",254,"20",-9.3,49,3.8,2000,-18,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"262",262,"11","12","2017","11/12/2017",266,"21",-9.7,51,2.5,2000,-17.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"263",263,"11","12","2017","11/12/2017",222,"22",-10.2,50,3,2000,-18.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"264",264,"11","12","2017","11/12/2017",174,"23",-10.7,53,1.2,2000,-18.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"265",265,"12","12","2017","12/12/2017",133,"0",-11,51,1.1,2000,-19.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"266",266,"12","12","2017","12/12/2017",127,"1",-11.2,51,1.1,2000,-19.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"267",267,"12","12","2017","12/12/2017",95,"2",-11.5,50,0.7,2000,-19.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"268",268,"12","12","2017","12/12/2017",54,"3",-11.6,50,2.2,1995,-19.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"269",269,"12","12","2017","12/12/2017",46,"4",-11.6,47,2.1,1982,-20.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"270",270,"12","12","2017","12/12/2017",65,"5",-11.6,45,2.8,1951,-21.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"271",271,"12","12","2017","12/12/2017",104,"6",-11.8,47,2.5,1973,-20.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"272",272,"12","12","2017","12/12/2017",280,"7",-12.1,50,2.3,1929,-20.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"273",273,"12","12","2017","12/12/2017",580,"8",-12.3,52,1.3,1914,-20.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"274",274,"12","12","2017","12/12/2017",275,"9",-11.8,46,2.9,1956,-21.1,0.1,0,0,"Winter","No Holiday","Yes","NoMOut",1
"275",275,"12","12","2017","12/12/2017",184,"10",-10.5,45,3.3,1855,-20.1,0.6,0,0,"Winter","No Holiday","Yes","NoMOut",1
"276",276,"12","12","2017","12/12/2017",201,"11",-9.4,42,3.1,1815,-19.9,0.93,0,0,"Winter","No Holiday","Yes","NoMOut",1
"277",277,"12","12","2017","12/12/2017",228,"12",-8.3,35,2.9,1967,-21,1.14,0,0,"Winter","No Holiday","Yes","NoMOut",1
"278",278,"12","12","2017","12/12/2017",225,"13",-6.9,37,2.4,1955,-19.1,1.22,0,0,"Winter","No Holiday","Yes","NoMOut",1
"279",279,"12","12","2017","12/12/2017",258,"14",-5.4,32,2,1930,-19.5,1.12,0,0,"Winter","No Holiday","Yes","NoMOut",1
"280",280,"12","12","2017","12/12/2017",250,"15",-5.8,30,2.8,2000,-20.6,0.92,0,0,"Winter","No Holiday","Yes","NoMOut",1
"281",281,"12","12","2017","12/12/2017",248,"16",-6,29,2.8,1983,-21.2,0.58,0,0,"Winter","No Holiday","Yes","NoMOut",1
"282",282,"12","12","2017","12/12/2017",305,"17",-7,32,2.6,2000,-20.9,0.19,0,0,"Winter","No Holiday","Yes","NoMOut",1
"283",283,"12","12","2017","12/12/2017",529,"18",-7.7,36,1,2000,-20.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"284",284,"12","12","2017","12/12/2017",350,"19",-8.2,43,1.1,2000,-18.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"285",285,"12","12","2017","12/12/2017",260,"20",-8.4,42,1,2000,-19,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"286",286,"12","12","2017","12/12/2017",270,"21",-8.8,43,1.4,1999,-19.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"287",287,"12","12","2017","12/12/2017",256,"22",-9,45,1.3,1999,-18.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"288",288,"12","12","2017","12/12/2017",173,"23",-9.3,47,2.1,2000,-18.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"289",289,"13","12","2017","13/12/2017",168,"0",-9.5,48,1.3,1996,-18.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"290",290,"13","12","2017","13/12/2017",183,"1",-10.2,52,1.6,1997,-18.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"291",291,"13","12","2017","13/12/2017",120,"2",-10.4,53,1.8,1949,-18.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"292",292,"13","12","2017","13/12/2017",79,"3",-10.9,55,1.8,1913,-18.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"293",293,"13","12","2017","13/12/2017",41,"4",-11.4,58,1.3,1907,-18,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"294",294,"13","12","2017","13/12/2017",68,"5",-11.5,58,1.1,1923,-18.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"295",295,"13","12","2017","13/12/2017",109,"6",-11.9,57,1.1,1974,-18.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"296",296,"13","12","2017","13/12/2017",310,"7",-11.7,53,1.6,1998,-19.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"297",297,"13","12","2017","13/12/2017",591,"8",-11.4,47,3.3,2000,-20.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"298",298,"13","12","2017","13/12/2017",340,"9",-11.1,46,3.4,1981,-20.4,0.1,0,0,"Winter","No Holiday","Yes","NoMOut",1
"299",299,"13","12","2017","13/12/2017",202,"10",-9.5,39,2.1,1875,-20.9,0.6,0,0,"Winter","No Holiday","Yes","NoMOut",1
"300",300,"13","12","2017","13/12/2017",251,"11",-8.1,35,1.8,1806,-20.9,0.96,0,0,"Winter","No Holiday","Yes","NoMOut",1
"301",301,"13","12","2017","13/12/2017",267,"12",-6.5,30,2.9,1945,-21.2,1.17,0,0,"Winter","No Holiday","Yes","NoMOut",1
"302",302,"13","12","2017","13/12/2017",251,"13",-5.8,28,2.9,1887,-21.4,1.23,0,0,"Winter","No Holiday","Yes","NoMOut",1
"303",303,"13","12","2017","13/12/2017",240,"14",-4.7,27,2.9,1883,-20.8,1.12,0,0,"Winter","No Holiday","Yes","NoMOut",1
"304",304,"13","12","2017","13/12/2017",240,"15",-4.9,26,3.1,1887,-21.5,0.89,0,0,"Winter","No Holiday","Yes","NoMOut",1
"305",305,"13","12","2017","13/12/2017",278,"16",-4.5,26,2.2,2000,-21.1,0.56,0,0,"Winter","No Holiday","Yes","NoMOut",1
"306",306,"13","12","2017","13/12/2017",392,"17",-5.6,29,1.7,2000,-20.8,0.18,0,0,"Winter","No Holiday","Yes","NoMOut",1
"307",307,"13","12","2017","13/12/2017",537,"18",-6.6,33,1.1,2000,-20.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"308",308,"13","12","2017","13/12/2017",373,"19",-6.6,31,1.6,2000,-20.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"309",309,"13","12","2017","13/12/2017",263,"20",-7.6,35,0.8,2000,-20.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"310",310,"13","12","2017","13/12/2017",271,"21",-8.3,39,1,2000,-19.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"311",311,"13","12","2017","13/12/2017",271,"22",-8.9,39,0.1,2000,-20.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"312",312,"13","12","2017","13/12/2017",174,"23",-9.2,44,0.4,1978,-19.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"313",313,"14","12","2017","14/12/2017",171,"0",-9.5,50,0.6,1953,-18,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"314",314,"14","12","2017","14/12/2017",170,"1",-9.8,48,0.8,2000,-18.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"315",315,"14","12","2017","14/12/2017",107,"2",-10.6,44,0.8,1903,-20.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"316",316,"14","12","2017","14/12/2017",80,"3",-10.7,48,0.4,1651,-19.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"317",317,"14","12","2017","14/12/2017",52,"4",-11,50,0.8,1718,-19.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"318",318,"14","12","2017","14/12/2017",62,"5",-10.8,48,0.8,1648,-19.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"319",319,"14","12","2017","14/12/2017",108,"6",-11,55,0.8,1541,-18.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"320",320,"14","12","2017","14/12/2017",279,"7",-10.9,57,1.1,1387,-17.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"321",321,"14","12","2017","14/12/2017",621,"8",-10.4,54,1.1,1432,-17.9,0.01,0,0,"Winter","No Holiday","Yes","NoMOut",1
"322",322,"14","12","2017","14/12/2017",305,"9",-9.4,44,0.5,1680,-19.4,0.13,0,0,"Winter","No Holiday","Yes","NoMOut",1
"323",323,"14","12","2017","14/12/2017",189,"10",-7.7,43,0.9,1555,-18.1,0.35,0,0,"Winter","No Holiday","Yes","NoMOut",1
"324",324,"14","12","2017","14/12/2017",247,"11",-6.1,38,1,1587,-18.1,0.52,0,0,"Winter","No Holiday","Yes","NoMOut",1
"325",325,"14","12","2017","14/12/2017",278,"12",-4.9,34,1.3,1768,-18.3,0.6,0,0,"Winter","No Holiday","Yes","NoMOut",1
"326",326,"14","12","2017","14/12/2017",282,"13",-3.8,32,0.9,1827,-18.1,0.52,0,0,"Winter","No Holiday","Yes","NoMOut",1
"327",327,"14","12","2017","14/12/2017",294,"14",-2.7,28,0.7,1857,-18.7,0.65,0,0,"Winter","No Holiday","Yes","NoMOut",1
"328",328,"14","12","2017","14/12/2017",301,"15",-2.5,29,1.1,1667,-18.1,0.48,0,0,"Winter","No Holiday","Yes","NoMOut",1
"329",329,"14","12","2017","14/12/2017",335,"16",-2.4,28,0.9,1878,-18.4,0.35,0,0,"Winter","No Holiday","Yes","NoMOut",1
"330",330,"14","12","2017","14/12/2017",382,"17",-2.9,31,0.6,1723,-17.7,0.09,0,0,"Winter","No Holiday","Yes","NoMOut",1
"331",331,"14","12","2017","14/12/2017",612,"18",-3.5,35,1.1,1414,-16.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"332",332,"14","12","2017","14/12/2017",410,"19",-4.2,40,0.9,1216,-15.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"333",333,"14","12","2017","14/12/2017",277,"20",-4.8,43,1.1,1397,-15.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"334",334,"14","12","2017","14/12/2017",316,"21",-4.8,45,0.8,1351,-14.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"335",335,"14","12","2017","14/12/2017",309,"22",-4.9,44,1.1,1369,-15.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"336",336,"14","12","2017","14/12/2017",211,"23",-5.6,53,1.2,1290,-13.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"337",337,"15","12","2017","15/12/2017",227,"0",-5.7,53,0.6,1262,-13.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"338",338,"15","12","2017","15/12/2017",241,"1",-6.3,57,0.4,1148,-13.4,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"339",339,"15","12","2017","15/12/2017",162,"2",-6.8,58,0.4,1089,-13.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"340",340,"15","12","2017","15/12/2017",110,"3",-6.9,56,0.5,1111,-14.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"341",341,"15","12","2017","15/12/2017",69,"4",-7.1,59,0.8,1058,-13.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"342",342,"15","12","2017","15/12/2017",68,"5",-7.5,64,0.9,989,-13.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"343",343,"15","12","2017","15/12/2017",129,"6",-7.4,64,0.7,906,-13,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"344",344,"15","12","2017","15/12/2017",285,"7",-7,63,0.6,865,-12.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"345",345,"15","12","2017","15/12/2017",658,"8",-6.6,64,1.1,791,-12.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"346",346,"15","12","2017","15/12/2017",330,"9",-5.9,60,0.6,691,-12.4,0.09,0,0,"Winter","No Holiday","Yes","NoMOut",1
"347",347,"15","12","2017","15/12/2017",221,"10",-4.6,52,0.8,648,-12.9,0.34,0,0,"Winter","No Holiday","Yes","NoMOut",1
"348",348,"15","12","2017","15/12/2017",279,"11",-2.9,46,1,809,-12.9,0.42,0,0,"Winter","No Holiday","Yes","NoMOut",1
"349",349,"15","12","2017","15/12/2017",309,"12",-2.5,43,0.7,895,-13.3,0.34,0,0,"Winter","No Holiday","Yes","NoMOut",1
"350",350,"15","12","2017","15/12/2017",325,"13",-1.6,40,0.3,868,-13.4,0.32,0,0,"Winter","No Holiday","Yes","NoMOut",1
"351",351,"15","12","2017","15/12/2017",329,"14",-0.7,39,0.8,826,-12.9,0.35,0,0,"Winter","No Holiday","Yes","NoMOut",1
"352",352,"15","12","2017","15/12/2017",342,"15",0.1,35,1.5,946,-13.5,0.42,0,0,"Winter","No Holiday","Yes","NoMOut",1
"353",353,"15","12","2017","15/12/2017",354,"16",0,37,0.6,994,-12.9,0.13,0,0,"Winter","No Holiday","Yes","NoMOut",1
"354",354,"15","12","2017","15/12/2017",464,"17",-0.2,39,0.8,1016,-12.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"355",355,"15","12","2017","15/12/2017",682,"18",0.1,43,0.9,1485,-11,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"356",356,"15","12","2017","15/12/2017",451,"19",0.6,41,1.2,1550,-11.1,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"357",357,"15","12","2017","15/12/2017",320,"20",0.9,42,1.2,1113,-10.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"358",358,"15","12","2017","15/12/2017",300,"21",0.7,47,2.7,1283,-9.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"359",359,"15","12","2017","15/12/2017",296,"22",-0.1,49,2,870,-9.5,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"360",360,"15","12","2017","15/12/2017",247,"23",-1.3,60,2.5,792,-8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"361",361,"16","12","2017","16/12/2017",217,"0",-2.6,73,3.4,787,-6.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"362",362,"16","12","2017","16/12/2017",302,"1",-3.4,76,2.9,582,-7,0,0,0,"Winter","No Holiday","Yes","NoMOut",2
"363",363,"16","12","2017","16/12/2017",228,"2",-4.1,73,2.1,567,-8.2,0,0,0,"Winter","No Holiday","Yes","NoMOut",2
"364",364,"16","12","2017","16/12/2017",129,"3",-4.5,71,1.6,651,-8.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",2
"365",365,"16","12","2017","16/12/2017",80,"4",-5,70,2.7,702,-9.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"366",366,"16","12","2017","16/12/2017",45,"5",-5.6,72,2,662,-9.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"367",367,"16","12","2017","16/12/2017",66,"6",-6.1,69,2.9,765,-10.8,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"368",368,"16","12","2017","16/12/2017",90,"7",-6.7,64,2.1,977,-12.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"369",369,"16","12","2017","16/12/2017",190,"8",-7.3,62,2.6,1112,-13.3,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"370",370,"16","12","2017","16/12/2017",195,"9",-7.2,47,2.8,1724,-16.6,0.18,0,0,"Winter","No Holiday","Yes","NoMOut",1
"371",371,"16","12","2017","16/12/2017",201,"10",-6.2,42,2.3,1893,-17,0.52,0,0,"Winter","No Holiday","Yes","NoMOut",1
"372",372,"16","12","2017","16/12/2017",239,"11",-5.2,30,4,1991,-20.1,0.86,0,0,"Winter","No Holiday","Yes","NoMOut",1
"373",373,"16","12","2017","16/12/2017",252,"12",-4.1,28,3.8,1998,-19.9,1.08,0,0,"Winter","No Holiday","Yes","NoMOut",1
"374",374,"16","12","2017","16/12/2017",296,"13",-3.7,23,4,1980,-21.8,1.12,0,0,"Winter","No Holiday","Yes","NoMOut",1
"375",375,"16","12","2017","16/12/2017",292,"14",-3.4,22,4.3,1966,-22.1,1.07,0,0,"Winter","No Holiday","Yes","NoMOut",1
"376",376,"16","12","2017","16/12/2017",291,"15",-3.3,22,5,2000,-22,0.86,0,0,"Winter","No Holiday","Yes","NoMOut",1
"377",377,"16","12","2017","16/12/2017",258,"16",-3.3,24,3.5,2000,-21,0.54,0,0,"Winter","No Holiday","Yes","NoMOut",1
"378",378,"16","12","2017","16/12/2017",277,"17",-4.6,26,2.6,2000,-21.2,0.17,0,0,"Winter","No Holiday","Yes","NoMOut",1
"379",379,"16","12","2017","16/12/2017",212,"18",-5.3,28,3.5,2000,-21,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"380",380,"16","12","2017","16/12/2017",173,"19",-6,32,2.4,2000,-20,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"381",381,"16","12","2017","16/12/2017",143,"20",-6.6,37,3.4,2000,-18.9,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"382",382,"16","12","2017","16/12/2017",159,"21",-7.1,39,3.2,2000,-18.7,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
"383",383,"16","12","2017","16/12/2017",155,"22",-7.6,41,1.6,2000,-18.6,0,0,0,"Winter","No Holiday","Yes","NoMOut",1
